Unnamed: 0,src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,class
754,192.168.1.201,224.0.0.252,51169,5355,17,2020-12-01 21:38:25,100777.0,1270.13108149677,19.84579814838704,19.84579814838704,0.0,2,0,128,0,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,64,64,64.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,64.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0,2,0,128,0,Benign
796,192.168.1.201,224.0.0.252,55171,5355,17,2020-12-01 21:40:02,100895.0,1268.645621685911,19.82258783884236,19.82258783884236,0.0,2,0,128,0,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,64,64,64.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,64.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0,2,0,128,0,Benign
22,192.168.1.23,192.168.1.55,61431,502,6,2020-12-01 20:02:29,90036290.0,655.3357540609459,10.00707603567406,6.008688274472438,3.9983877612016223,541,360,33534,25470,66.0,54.0,61.98521256931608,5.662060672107765,85.0,65.0,70.75,8.257572282456872,85,54,65.48723640399557,8.057582941675635,64.92464286198218,10820,7200,20,360,100040.32222222222,413117.0,1025.0,123690.6106160697,90036290.0,413117.0,4877.0,166733.87037037036,122248.72942297332,89564494.0,612026.0,4901.0,249483.27019498608,246207.63730522824,0,0,0,0,1,0,0,0,0,0,0,0.6654343807763401,65.48723640399557,64738,2760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.98521256931608,70.75,0,541,360,33534,25470,Benign
315,192.168.1.52,239.255.255.250,57803,1900,17,2020-12-01 20:45:13,3034113.0,275.5335743922524,1.318342461206949,1.318342461206949,0.0,4,0,836,0,209.0,209.0,209.0,0.0,0.0,0.0,0.0,0.0,209,209,209.0,0.0,0.0,32,0,8,4,1011371.0,1032005.0,1000947.0,14590.702884599776,3034113.0,1032005.0,1000947.0,1011371.0,14590.702884599776,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,209.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,0,4,0,836,0,Benign
802,192.168.1.201,192.168.1.255,137,137,17,2020-12-01 21:39:20,61089688.0,96.38287889111496,1.0476399879469018,1.0476399879469018,0.0,64,0,5888,0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,92,92,92.0,0.0,0.0,512,0,8,64,969677.5873015872,3146592.0,749342.0,491788.2674616273,61089688.0,3146592.0,749342.0,969677.5873015872,491788.2674616273,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,92.0,0,0,2067009.0,7955.999999999999,889737.7142857143,623242.2712054654,2066154.0,6989.0,1124347.625,685881.8573358567,300.0,6.0,0.0,0.0,79.96851017777,0.0,92.0,0.0,0,64,0,5888,0,Benign
93,192.168.1.55,192.168.1.23,502,61431,6,2020-12-01 20:13:01,90003362.0,658.8531659517341,10.055179938722734,4.0331826715539805,6.021997267168754,363,542,25687,33612,85.0,65.0,70.76308539944904,8.265168932184956,66.0,54.0,62.01476014760148,5.651614065701663,85,54,65.52375690607735,8.056961522781362,64.91462897957938,7260,10840,20,363,99561.24115044248,600164.0,640.0,147488.45374020422,90003362.0,794978.0,4970.0,248628.07182320443,277182.73827032145,89998281.0,600164.0,4886.0,166355.41774491683,160618.3892155645,0,0,0,0,1,0,0,0,0,0,0,1.4931129476584022,65.52375690607735,2760,64635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.76308539944904,62.01476014760148,0,363,542,25687,33612,Benign
840,192.168.1.19,192.168.1.23,502,61238,6,2020-12-01 21:46:19,90035237.0,216.9150729286135,3.4986302085260244,1.4994129465111532,1.999217262014871,135,180,8730,10800,67.0,60.0,64.66666666666667,3.299831645537222,66.0,54.0,60.0,6.0,67,54,62.0,5.529143565818179,30.571428571428573,2700,3600,20,135,286736.423566879,850121.0,0.0,328165.40129817644,89057647.0,1064747.0,0.0,664609.3059701492,469536.9724244257,89835316.0,850121.0,199963.0,501873.2737430168,288587.40345969127,0,0,0,0,1,0,0,0,0,0,0,1.3333333333333333,62.0,33580,63187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.66666666666667,60.0,0,135,180,8730,10800,Benign
273,192.168.1.201,224.0.0.252,51491,5355,17,2020-12-01 20:38:30,100857.0,1269.1236106566723,19.830056416510505,19.830056416510505,0.0,2,0,128,0,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,64,64,64.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,64.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0,2,0,128,0,Benign
683,192.168.1.201,224.0.0.252,52842,5355,17,2020-12-01 21:34:04,101038.0,1266.8500960034837,19.79453275005444,19.79453275005444,0.0,2,0,128,0,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,64,64,64.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,64.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0,2,0,128,0,Benign
566,192.168.1.23,224.0.0.252,59696,5355,17,2020-12-01 21:19:16,99777.0,1282.8607795383705,20.04469968028704,20.04469968028704,0.0,2,0,128,0,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,64,64,64.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,64.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0,2,0,128,0,Benign
